LGFi,FFi,FFo,PI,PO,Class
8,0,0,1,7,Normal
8,0,0,1,6,Normal
8,0,0,1,5,Normal
8,0,0,1,4,Normal
8,0,0,1,4,Normal
8,0,0,1,3,Normal
8,0,0,1,2,Normal
8,0,0,1,1,Normal
8,0,0,1,2,Normal
8,0,0,1,2,Normal
8,0,0,1,1,Normal
4,0,0,1,2,Normal
8,0,0,1,1,Normal
8,0,0,1,8,Normal
8,0,0,1,8,Normal
8,0,0,1,8,Normal
8,0,0,1,7,Normal
8,0,0,1,6,Normal
8,0,0,1,6,Normal
8,0,0,1,6,Normal
8,0,0,1,5,Normal
8,0,0,1,4,Normal
8,0,0,1,3,Normal
10,0,0,1,2,Normal
8,0,0,1,1,Normal
6,0,0,1,6,Normal
10,0,0,1,4,Normal
8,0,0,1,3,Normal
10,0,0,1,5,Normal
8,0,0,1,4,Normal
8,0,0,1,5,Normal
8,0,0,1,5,Normal
8,0,0,1,5,Normal
8,0,0,1,4,Normal
8,0,0,1,3,Normal
8,0,0,1,2,Normal
8,0,0,1,1,Normal
4,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,6,Normal
8,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,6,Normal
8,0,0,1,6,Normal
8,0,0,1,5,Normal
8,0,0,1,4,Normal
8,0,0,1,3,Normal
8,0,0,1,2,Normal
8,0,0,1,1,Normal
4,0,0,1,5,Normal
8,0,0,1,5,Normal
8,0,0,1,4,Normal
8,0,0,1,3,Normal
8,0,0,1,2,Normal
8,0,0,1,4,Normal
4,0,0,1,3,Normal
8,0,0,1,2,Normal
8,0,0,1,3,Normal
8,0,0,1,3,Normal
8,0,0,1,6,Normal
6,0,0,1,5,Normal
7,0,0,1,4,Normal
6,0,0,1,3,Normal
7,0,0,1,3,Normal
6,0,0,1,2,Normal
7,0,0,1,1,Normal
3,0,0,1,3,Normal
6,0,0,1,5,Normal
6,0,0,1,8,Normal
8,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,8,Normal
8,0,0,1,7,Normal
8,0,0,1,6,Normal
8,0,0,1,5,Normal
8,0,0,1,4,Normal
8,0,0,1,3,Normal
8,0,0,1,2,Normal
8,0,0,1,1,Normal
4,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,6,Normal
8,0,0,1,5,Normal
8,0,0,1,4,Normal
8,0,0,1,3,Normal
8,0,0,1,2,Normal
8,0,0,1,1,Normal
4,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,7,Normal
8,0,0,1,6,Normal
8,0,0,1,5,Normal
8,0,0,1,4,Normal
8,0,0,1,3,Normal
7,0,0,1,2,Normal
7,0,0,1,1,Normal
4,0,0,1,2,Normal
7,0,0,1,2,Normal
7,0,0,1,2,Normal
7,0,0,1,2,Normal
7,0,0,1,2,Normal
6,0,0,1,2,Normal
6,0,0,1,2,Normal
7,0,0,1,2,Normal
7,0,0,1,2,Normal
10,0,0,1,3,Normal
7,0,0,1,2,Normal
7,0,0,1,1,Normal
3,0,0,1,2,Normal
6,0,0,1,2,Normal
6,0,0,1,2,Normal
7,0,0,1,2,Normal
7,0,0,1,2,Normal
10,0,0,1,3,Normal
7,0,0,1,2,Normal
7,0,0,1,2,Normal
7,0,0,1,2,Normal
7,0,0,1,2,Normal
6,0,0,1,2,Normal
6,0,0,1,2,Normal
7,0,0,1,2,Normal
7,0,0,1,1,Normal
3,0,0,1,2,Normal
7,0,0,1,2,Normal
7,0,0,1,2,Normal
7,0,0,1,2,Normal
6,0,0,1,2,Normal
6,0,0,1,2,Normal
7,0,0,1,2,Normal
7,0,0,1,2,Normal
10,0,0,1,4,Normal
6,0,0,1,5,Normal
7,0,0,1,3,Normal
6,0,0,1,2,Normal
7,0,0,1,1,Normal
2,0,0,1,5,Normal
6,0,0,1,4,Normal
6,0,0,1,3,Normal
7,0,0,1,2,Normal
6,0,0,1,1,Normal
7,0,0,1,1,Normal
8,0,4,1,5,Normal
8,0,0,1,1,Normal
8,0,0,1,2,Normal
6,0,200000,1,200000,Normal
24,1,0,2,7,Normal
24,1,0,2,5,Normal
24,1,0,2,6,Normal
24,1,0,2,4,Normal
24,1,0,2,5,Normal
24,1,0,2,2,Normal
15,1,0,2,7,Normal
24,1,0,2,6,Normal
24,1,0,2,4,Normal
24,1,0,2,7,Normal
15,1,0,2,4,Normal
24,1,0,2,7,Normal
24,1,0,2,5,Normal
15,1,0,2,8,Normal
24,1,0,2,6,Normal
15,1,0,2,7,Normal
15,1,0,2,6,Normal
15,1,0,2,3,Normal
15,1,0,2,5,Normal
15,1,0,2,3,Normal
13,1,0,2,2,Normal
13,1,0,2,1,Normal
13,1,0,2,2,Normal
13,1,0,2,5,Normal
13,1,0,2,3,Normal
13,1,0,2,1,Normal
13,1,0,2,3,Normal
13,1,0,2,1,Normal
13,1,0,2,4,Normal
13,1,0,2,6,Normal
13,1,0,2,3,Normal
13,1,0,2,3,Normal
10,1,0,2,5,Normal
13,1,0,2,1,Normal
13,1,0,2,5,Normal
10,1,0,2,4,Normal
10,1,0,2,4,Normal
10,1,0,2,3,Normal
10,1,0,2,5,Normal
13,1,0,2,1,Normal
10,1,0,2,3,Normal
10,1,0,2,4,Normal
10,1,0,2,3,Normal
10,1,0,2,4,Normal
13,1,0,2,1,Normal
10,1,0,2,6,Normal
10,1,0,2,4,Normal
10,1,0,2,5,Normal
13,1,0,2,3,Normal
10,1,0,2,3,Normal
10,1,0,2,5,Normal
10,1,0,2,3,Normal
10,1,0,2,2,Normal
16,1,0,2,5,Normal
16,1,0,2,4,Normal
16,1,0,2,5,Normal
16,1,0,2,4,Normal
13,1,0,2,1,Normal
13,1,0,2,2,Normal
13,1,0,2,1,Normal
13,1,0,2,1,Normal
13,1,0,2,1,Normal
13,1,0,2,1,Normal
13,1,0,2,1,Normal
13,1,0,2,1,Normal
13,1,0,2,1,Normal
13,1,0,2,1,Normal
13,1,0,2,1,Normal
13,1,0,2,1,Normal
13,1,0,2,1,Normal
5,1,0,2,5,Normal
5,1,0,2,4,Normal
13,1,0,2,3,Normal
13,1,0,2,4,Normal
13,1,0,2,3,Normal
13,1,0,2,3,Normal
13,1,0,2,4,Normal
13,1,0,2,4,Normal
13,1,0,2,4,Normal
13,1,0,2,3,Normal
13,1,0,2,3,Normal
13,1,0,2,4,Normal
13,1,0,2,3,Normal
13,1,0,2,3,Normal
13,1,0,2,3,Normal
13,1,0,2,4,Normal
13,1,0,2,4,Normal
13,1,0,2,3,Normal
13,1,0,2,2,Normal
13,1,0,2,3,Normal
13,1,0,2,3,Normal
13,1,0,2,1,Normal
13,1,0,2,3,Normal
10,1,0,2,1,Normal
16,1,0,2,6,Normal
16,1,0,2,4,Normal
10,1,0,2,1,Normal
16,1,0,2,6,Normal
16,1,0,2,5,Normal
10,1,0,2,1,Normal
10,1,0,2,1,Normal
10,1,0,2,1,Normal
10,1,0,2,1,Normal
10,1,0,2,1,Normal
10,1,0,2,1,Normal
10,1,0,2,1,Normal
10,1,0,2,1,Normal
10,1,0,2,1,Normal
10,1,0,2,1,Normal
10,1,0,2,1,Normal
10,1,0,2,1,Normal
10,1,0,2,1,Normal
10,1,0,2,1,Normal
10,1,0,2,3,Normal
10,1,0,2,6,Normal
10,1,0,2,4,Normal
10,1,0,2,7,Normal
14,1,0,2,4,Normal
8,1,0,2,1,Normal
8,1,0,2,2,Normal
8,1,0,2,3,Normal
8,1,0,2,1,Normal
11,1,0,2,8,Normal
11,1,0,2,2,Normal
11,1,0,2,8,Normal
11,1,0,2,9,Normal
11,1,0,2,1,Normal
11,1,0,2,1,Normal
11,1,0,2,6,Normal
3,2,0,3,7,Normal
11,1,0,2,8,Normal
11,1,0,2,9,Normal
11,1,0,2,7,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
11,1,0,2,9,Normal
11,1,0,2,5,Normal
11,1,0,2,7,Normal
11,1,0,2,2,Normal
11,1,0,2,8,Normal
11,1,0,2,6,Normal
11,1,0,2,4,Normal
3,2,0,3,3,Normal
11,1,0,2,8,Normal
11,1,0,2,9,Normal
11,1,0,2,9,Normal
11,1,0,2,4,Normal
11,1,0,2,7,Normal
11,1,0,2,9,Normal
11,1,0,2,1,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
11,1,0,2,5,Normal
11,1,0,2,3,Normal
11,1,0,2,1,Normal
8,1,0,2,9,Normal
11,1,0,2,9,Normal
11,1,0,2,9,Normal
11,1,0,2,8,Normal
3,2,0,3,7,Normal
11,1,0,2,7,Normal
11,1,0,2,9,Normal
11,1,0,2,8,Normal
11,1,0,2,7,Normal
11,1,0,2,8,Normal
11,1,0,2,9,Normal
11,1,0,2,8,Normal
11,1,0,2,2,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
8,1,0,2,9,Normal
8,1,0,2,9,Normal
11,1,0,2,9,Normal
11,1,0,2,7,Normal
11,1,0,2,5,Normal
8,1,0,2,3,Normal
11,1,0,2,9,Normal
11,1,0,2,7,Normal
11,1,0,2,5,Normal
3,2,0,3,6,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
11,1,0,2,6,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
8,1,0,2,9,Normal
8,1,0,2,9,Normal
11,1,0,2,6,Normal
11,1,0,2,4,Normal
11,1,0,2,2,Normal
8,1,0,2,2,Normal
8,1,0,2,10,Normal
11,1,0,2,6,Normal
11,1,0,2,4,Normal
11,1,0,2,2,Normal
8,1,0,2,10,Normal
11,1,0,2,7,Normal
11,1,0,2,5,Normal
11,1,0,2,3,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
8,1,0,2,8,Normal
11,1,0,2,3,Normal
11,1,0,2,1,Normal
11,1,0,2,7,Normal
8,1,0,2,1,Normal
8,1,0,2,9,Normal
11,1,0,2,3,Normal
11,1,0,2,1,Normal
11,1,0,2,7,Normal
8,1,0,2,10,Normal
8,1,0,2,10,Normal
11,1,0,2,4,Normal
11,1,0,2,2,Normal
11,1,0,2,8,Normal
8,1,0,2,8,Normal
11,1,0,2,8,Normal
11,1,0,2,7,Normal
11,1,0,2,5,Normal
11,1,0,2,6,Normal
11,1,0,2,7,Normal
11,1,0,2,8,Normal
8,1,0,2,8,Normal
11,1,0,2,7,Normal
11,1,0,2,7,Normal
11,1,0,2,8,Normal
8,1,0,2,10,Normal
8,1,0,2,10,Normal
11,1,0,2,1,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
8,1,0,2,8,Normal
8,1,0,2,8,Normal
11,1,0,2,6,Normal
11,1,0,2,4,Normal
11,1,0,2,7,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
11,1,0,2,7,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
8,1,0,2,9,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
8,1,0,2,8,Normal
8,1,0,2,8,Normal
11,1,0,2,3,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
11,1,0,2,7,Normal
11,1,0,2,5,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
11,1,0,2,6,Normal
8,1,0,2,7,Normal
11,1,0,2,7,Normal
11,1,0,2,6,Normal
11,1,0,2,4,Normal
11,1,0,2,7,Normal
11,1,0,2,5,Normal
11,1,0,2,3,Normal
11,1,0,2,3,Normal
11,1,0,2,4,Normal
11,1,0,2,2,Normal
11,1,0,2,1,Normal
1,2,0,1,5,Normal
4,1,0,1,4,Normal
14,1,0,2,3,Normal
13,1,0,2,4,Normal
18,1,0,2,6,Normal
13,1,0,2,7,Normal
18,1,0,2,3,Normal
13,1,0,2,3,Normal
13,1,0,2,6,Normal
18,1,0,2,3,Normal
13,1,0,2,7,Normal
13,1,0,2,7,Normal
18,1,0,2,1,Normal
13,1,0,2,6,Normal
18,1,0,2,6,Normal
13,1,0,2,7,Normal
18,1,0,2,2,Normal
13,1,0,2,5,Normal
18,1,0,2,6,Normal
18,1,0,2,5,Normal
13,1,0,2,7,Normal
18,1,0,2,1,Normal
18,1,0,2,3,Normal
13,1,0,2,6,Normal
18,1,0,2,4,Normal
13,1,0,2,7,Normal
18,1,0,2,2,Normal
11,1,0,2,6,Normal
11,1,0,2,5,Normal
11,1,0,2,3,Normal
11,1,0,2,10,Normal
11,1,0,2,4,Normal
11,1,0,2,2,Normal
11,1,0,2,9,Normal
11,1,0,2,9,Normal
11,1,0,2,7,Normal
11,1,0,2,10,Normal
11,1,0,2,1,Normal
11,1,0,2,9,Normal
11,1,0,2,9,Normal
11,1,0,2,8,Normal
11,1,0,2,6,Normal
11,1,0,2,4,Normal
11,1,0,2,10,Normal
11,1,0,2,9,Normal
11,1,0,2,8,Normal
11,1,0,2,9,Normal
11,1,0,2,9,Normal
11,1,0,2,9,Normal
6,2,0,3,6,Normal
11,1,0,2,5,Normal
11,1,0,2,3,Normal
11,1,0,2,1,Normal
11,1,0,2,10,Normal
11,1,0,2,9,Normal
11,1,0,2,8,Normal
11,1,0,2,7,Normal
11,1,0,2,5,Normal
11,1,0,2,9,Normal
11,1,0,2,9,Normal
11,1,0,2,7,Normal
11,1,0,2,2,Normal
11,1,0,2,9,Normal
11,1,0,2,9,Normal
6,2,0,3,7,Normal
11,1,0,2,9,Normal
11,1,0,2,7,Normal
11,1,0,2,5,Normal
11,1,0,2,6,Normal
11,1,0,2,4,Normal
11,1,0,2,2,Normal
11,1,0,2,8,Normal
11,1,0,2,6,Normal
13,1,0,2,4,Normal
11,1,0,2,9,Normal
11,1,0,2,9,Normal
11,1,0,2,9,Normal
11,1,0,2,6,Normal
11,1,0,2,4,Normal
11,1,0,2,2,Normal
6,2,0,3,6,Normal
11,1,0,2,3,Normal
11,1,0,2,1,Normal
11,1,0,2,9,Normal
11,1,0,2,10,Normal
11,1,0,2,5,Normal
13,1,0,2,3,Normal
13,1,0,2,1,Normal
11,1,0,2,9,Normal
11,1,0,2,9,Normal
13,1,0,2,8,Normal
11,1,0,2,3,Normal
11,1,0,2,1,Normal
11,1,0,2,9,Normal
11,1,0,2,9,Normal
11,1,0,2,9,Normal
11,1,0,2,9,Normal
6,2,0,3,5,Normal
11,1,0,2,10,Normal
11,1,0,2,9,Normal
13,1,0,2,2,Normal
13,1,0,2,8,Normal
11,1,0,2,10,Normal
11,1,0,2,9,Normal
13,1,0,2,7,Normal
13,1,0,2,5,Normal
11,1,0,2,9,Normal
11,1,0,2,9,Normal
13,1,0,2,8,Normal
11,1,0,2,9,Normal
11,1,0,2,9,Normal
11,1,0,2,8,Normal
11,1,0,2,10,Normal
11,1,0,2,8,Normal
13,1,0,2,8,Normal
11,1,0,2,10,Normal
11,1,0,2,10,Normal
13,1,0,2,6,Normal
13,1,0,2,4,Normal
11,1,0,2,4,Normal
11,1,0,2,9,Normal
13,1,0,2,8,Normal
13,1,0,2,8,Normal
11,1,0,2,9,Normal
11,1,0,2,7,Normal
13,1,0,2,5,Normal
11,1,0,2,7,Normal
11,1,0,2,10,Normal
11,1,0,2,10,Normal
13,1,0,2,3,Normal
11,1,0,2,3,Normal
11,1,0,2,1,Normal
13,1,0,2,8,Normal
13,1,0,2,8,Normal
11,1,0,2,10,Normal
11,1,0,2,6,Normal
13,1,0,2,4,Normal
13,1,0,2,2,Normal
11,1,0,2,10,Normal
11,1,0,2,2,Normal
11,1,0,2,10,Normal
13,1,0,2,7,Normal
11,1,0,2,10,Normal
11,1,0,2,10,Normal
13,1,0,2,3,Normal
13,1,0,2,1,Normal
11,1,0,2,10,Normal
11,1,0,2,10,Normal
11,1,0,2,10,Normal
13,1,0,2,8,Normal
11,1,0,2,9,Normal
6,2,0,3,2,Normal
6,2,0,3,2,Normal
6,2,0,3,2,Normal
4,2,0,3,5,Normal
8,1,0,2,4,Normal
6,2,0,3,2,Normal
8,1,0,2,3,Normal
8,1,0,2,5,Normal
8,1,0,2,2,Normal
8,1,0,2,4,Normal
8,1,0,2,5,Normal
8,1,0,2,3,Normal
8,1,0,2,4,Normal
8,1,0,2,3,Normal
8,1,0,2,3,Normal
8,1,0,2,2,Normal
8,1,0,2,1,Normal
13,1,0,2,10,Normal
13,1,0,2,8,Normal
13,1,0,2,9,Normal
13,1,0,2,1,Normal
13,1,0,2,8,Normal
13,1,0,2,8,Normal
13,1,0,2,2,Normal
13,1,0,2,8,Normal
13,1,0,2,2,Normal
13,1,0,2,2,Normal
13,1,0,2,7,Normal
13,1,0,2,4,Normal
13,1,0,2,9,Normal
13,1,0,2,6,Normal
13,1,0,2,8,Normal
13,1,0,2,9,Normal
13,1,0,2,1,Normal
13,1,0,2,6,Normal
13,1,0,2,6,Normal
13,1,0,2,4,Normal
13,1,0,2,5,Normal
13,1,0,2,8,Normal
13,1,0,2,6,Normal
13,1,0,2,9,Normal
13,1,0,2,4,Normal
13,1,0,2,5,Normal
13,1,0,2,4,Normal
13,1,0,2,4,Normal
13,1,0,2,5,Normal
13,1,0,2,8,Normal
13,1,0,2,4,Normal
13,1,0,2,4,Normal
13,1,0,2,11,Normal
13,1,0,2,2,Normal
13,1,0,2,2,Normal
3,2,0,3,5,Normal
13,1,0,2,3,Normal
3,2,0,3,6,Normal
5,2,0,3,4,Normal
3,2,0,3,5,Normal
3,2,0,3,4,Normal
3,2,0,3,4,Normal
6,2,0,3,8,Normal
3,2,0,3,4,Normal
10,1,0,2,3,Normal
10,1,0,2,2,Normal
10,1,0,2,1,Normal
10,1,0,2,3,Normal
3,2,0,3,4,Normal
3,2,0,3,8,Normal
3,2,0,3,10,Normal
3,2,0,3,2,Normal
6,2,0,3,4,Normal
6,2,0,3,5,Normal
6,2,0,3,4,Normal
6,2,0,3,3,Normal
11,1,0,2,7,Normal
11,1,0,2,8,Normal
11,1,0,2,6,Normal
11,1,0,2,8,Normal
11,1,0,2,7,Normal
11,1,0,2,5,Normal
11,1,0,2,9,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
4,2,0,3,3,Normal
5,2,0,3,3,Normal
11,1,0,2,4,Normal
11,1,0,2,9,Normal
11,1,0,2,8,Normal
11,1,0,2,9,Normal
11,1,0,2,8,Normal
11,1,0,2,7,Normal
11,1,0,2,7,Normal
11,1,0,2,9,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
11,1,0,2,7,Normal
11,1,0,2,7,Normal
11,1,0,2,8,Normal
11,1,0,2,7,Normal
11,1,0,2,6,Normal
4,2,0,3,8,Normal
7,2,0,3,3,Normal
5,2,0,3,3,Normal
6,2,0,3,7,Normal
5,2,0,3,10,Normal
5,2,0,3,1,Normal
11,1,0,2,7,Normal
11,1,0,2,6,Normal
11,1,0,2,4,Normal
11,1,0,2,2,Normal
11,1,0,2,5,Normal
11,1,0,2,4,Normal
11,1,0,2,5,Normal
11,1,0,2,1,Normal
11,1,0,2,6,Normal
11,1,0,2,6,Normal
11,1,0,2,4,Normal
11,1,0,2,5,Normal
11,1,0,2,5,Normal
11,1,0,2,7,Normal
11,1,0,2,6,Normal
11,1,0,2,9,Normal
11,1,0,2,5,Normal
11,1,0,2,3,Normal
11,1,0,2,7,Normal
11,1,0,2,5,Normal
11,1,0,2,4,Normal
11,1,0,2,6,Normal
11,1,0,2,8,Normal
11,1,0,2,6,Normal
11,1,0,2,4,Normal
11,1,0,2,2,Normal
11,1,0,2,6,Normal
11,1,0,2,6,Normal
11,1,0,2,4,Normal
11,1,0,2,3,Normal
11,1,0,2,7,Normal
11,1,0,2,6,Normal
11,1,0,2,1,Normal
11,1,0,2,6,Normal
11,1,0,2,9,Normal
11,1,0,2,5,Normal
11,1,0,2,4,Normal
11,1,0,2,6,Normal
11,1,0,2,6,Normal
11,1,0,2,6,Normal
11,1,0,2,9,Normal
11,1,0,2,4,Normal
11,1,0,2,6,Normal
11,1,0,2,5,Normal
3,2,0,3,3,Normal
11,1,0,2,9,Normal
11,1,0,2,6,Normal
11,1,0,2,4,Normal
3,2,0,3,4,Normal
11,1,0,2,3,Normal
5,3,0,3,6,Normal
5,2,0,3,2,Normal
10,1,0,2,7,Normal
3,2,0,3,3,Normal
10,1,0,2,6,Normal
10,1,0,2,7,Normal
3,2,0,3,3,Normal
10,1,0,2,5,Normal
10,1,0,2,6,Normal
10,1,0,2,8,Normal
10,1,0,2,6,Normal
10,1,0,2,7,Normal
10,1,0,2,6,Normal
10,1,0,2,6,Normal
10,1,0,2,5,Normal
3,2,0,3,2,Normal
10,1,0,2,4,Normal
6,2,0,3,7,Normal
3,2,0,3,2,Normal
13,1,0,2,3,Normal
13,1,0,2,3,Normal
13,1,0,2,3,Normal
12,1,0,2,6,Normal
12,1,0,2,5,Normal
12,1,0,2,1,Normal
12,1,0,2,4,Normal
12,1,0,2,5,Normal
12,1,0,2,1,Normal
12,1,0,2,4,Normal
12,1,0,2,5,Normal
12,1,0,2,6,Normal
12,1,0,2,4,Normal
12,1,0,2,5,Normal
12,1,0,2,4,Normal
3,2,0,3,2,Normal
3,2,0,3,6,Normal
10,1,0,2,6,Normal
3,2,0,3,10,Normal
10,1,0,2,6,Normal
10,1,0,2,6,Normal
3,2,0,3,10,Normal
10,1,0,2,6,Normal
10,1,0,2,6,Normal
10,1,0,2,1,Normal
10,1,0,2,6,Normal
10,1,0,2,5,Normal
10,1,0,2,3,Normal
10,1,0,2,5,Normal
10,1,0,2,2,Normal
10,1,0,2,1,Normal
6,2,0,3,2,Normal
6,2,0,3,3,Normal
6,2,0,3,4,Normal
6,2,0,3,2,Normal
6,2,0,3,5,Normal
4,2,0,3,1,Normal
4,2,0,3,7,Normal
13,1,0,2,4,Normal
5,2,0,3,1,Normal
6,2,0,3,5,Normal
5,2,0,3,9,Normal
5,2,0,3,9,Normal
10,1,0,2,12,Normal
10,1,0,2,11,Normal
8,1,0,2,9,Normal
10,1,0,2,2,Normal
10,1,0,2,10,Normal
8,1,0,2,9,Normal
3,2,0,3,1,Normal
10,1,0,2,1,Normal
8,1,0,2,4,Normal
10,1,0,2,6,Normal
8,1,0,2,9,Normal
10,1,0,2,5,Normal
8,1,0,2,4,Normal
3,2,0,3,5,Normal
10,1,0,2,5,Normal
8,1,0,2,3,Normal
10,1,0,2,7,Normal
4,2,0,3,6,Normal
8,1,0,2,4,Normal
10,1,0,2,4,Normal
8,1,0,2,2,Normal
3,2,0,3,3,Normal
10,1,0,2,6,Normal
8,1,0,2,4,Normal
8,1,0,2,1,Normal
10,1,0,2,5,Normal
8,1,0,2,4,Normal
3,2,0,3,1,Normal
8,1,0,2,4,Normal
4,2,0,3,6,Normal
3,2,0,3,7,Normal
3,2,0,3,4,Normal
3,2,0,3,8,Normal
3,2,0,3,8,Normal
6,2,0,3,5,Normal
6,2,0,3,4,Normal
6,2,0,3,2,Normal
6,2,0,3,4,Normal
11,1,0,2,2,Normal
11,1,0,2,2,Normal
10,1,0,2,6,Normal
11,1,0,2,4,Normal
11,1,0,2,1,Normal
10,1,0,2,6,Normal
11,1,0,2,4,Normal
11,1,0,2,5,Normal
11,1,0,2,3,Normal
10,1,0,2,4,Normal
11,1,0,2,6,Normal
10,1,0,2,5,Normal
11,1,0,2,3,Normal
11,1,0,2,6,Normal
11,1,0,2,4,Normal
10,1,0,2,2,Normal
11,1,0,2,2,Normal
10,1,0,2,3,Normal
11,1,0,2,1,Normal
11,1,0,2,6,Normal
11,1,0,2,5,Normal
10,1,0,2,3,Normal
11,1,0,2,6,Normal
11,1,0,2,2,Normal
11,1,0,2,5,Normal
11,1,0,2,3,Normal
10,1,0,2,1,Normal
11,1,0,2,6,Normal
10,1,0,2,2,Normal
11,1,0,2,5,Normal
11,1,0,2,3,Normal
11,1,0,2,6,Normal
10,1,0,2,6,Normal
11,1,0,2,4,Normal
10,1,0,2,2,Normal
11,1,0,2,5,Normal
11,1,0,2,6,Normal
11,1,0,2,5,Normal
10,1,0,2,3,Normal
11,1,0,2,4,Normal
10,1,0,2,7,Normal
11,1,0,2,6,Normal
11,1,0,2,7,Normal
11,1,0,2,4,Normal
11,1,0,2,2,Normal
11,1,0,2,6,Normal
10,1,0,2,5,Normal
11,1,0,2,3,Normal
10,1,0,2,6,Normal
11,1,0,2,4,Normal
11,1,0,2,2,Normal
11,1,0,2,6,Normal
10,1,0,2,7,Normal
11,1,0,2,4,Normal
10,1,0,2,2,Normal
11,1,0,2,7,Normal
11,1,0,2,6,Normal
11,1,0,2,6,Normal
11,1,0,2,7,Normal
11,1,0,2,4,Normal
10,1,0,2,4,Normal
11,1,0,2,2,Normal
11,1,0,2,8,Normal
11,1,0,2,3,Normal
11,1,0,2,1,Normal
11,1,0,2,6,Normal
10,1,0,2,6,Normal
11,1,0,2,4,Normal
10,1,0,2,8,Normal
11,1,0,2,7,Normal
11,1,0,2,5,Normal
11,1,0,2,6,Normal
10,1,0,2,5,Normal
11,1,0,2,7,Normal
11,1,0,2,1,Normal
11,1,0,2,8,Normal
11,1,0,2,4,Normal
10,1,0,2,5,Normal
11,1,0,2,3,Normal
11,1,0,2,1,Normal
11,1,0,2,6,Normal
11,1,0,2,4,Normal
11,1,0,2,6,Normal
10,1,0,2,4,Normal
11,1,0,2,2,Normal
11,1,0,2,8,Normal
11,1,0,2,2,Normal
11,1,0,2,9,Normal
11,1,0,2,3,Normal
10,1,0,2,3,Normal
11,1,0,2,1,Normal
11,1,0,2,8,Normal
11,1,0,2,9,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
11,1,0,2,8,Normal
6,2,0,3,6,Normal
6,2,0,3,3,Normal
6,2,0,3,7,Normal
6,2,0,3,7,Normal
3,2,0,3,4,Normal
3,2,0,3,3,Normal
3,2,0,3,1,Normal
3,2,0,3,3,Normal
10,1,0,2,8,Normal
10,1,0,2,7,Normal
10,1,0,2,10,Normal
10,1,0,2,6,Normal
10,1,0,2,9,Normal
10,1,0,2,7,Normal
10,1,0,2,8,Normal
10,1,0,2,7,Normal
10,1,0,2,3,Normal
10,1,0,2,7,Normal
10,1,0,2,2,Normal
10,1,0,2,1,Normal
3,2,0,3,6,Normal
3,2,0,3,2,Normal
3,2,0,3,6,Normal
3,2,0,3,6,Normal
3,2,0,3,3,Normal
3,2,0,3,2,Normal
3,2,0,3,3,Normal
3,2,0,3,9,Normal
13,1,0,2,7,Normal
13,1,0,2,7,Normal
13,1,0,2,3,Normal
13,1,0,2,4,Normal
13,1,0,2,7,Normal
13,1,0,2,2,Normal
13,1,0,2,3,Normal
13,1,0,2,6,Normal
13,1,0,2,4,Normal
13,1,0,2,1,Normal
13,1,0,2,2,Normal
13,1,0,2,6,Normal
13,1,0,2,3,Normal
13,1,0,2,6,Normal
13,1,0,2,2,Normal
13,1,0,2,5,Normal
13,1,0,2,2,Normal
13,1,0,2,6,Normal
13,1,0,2,1,Normal
13,1,0,2,5,Normal
13,1,0,2,5,Normal
13,1,0,2,6,Normal
13,1,0,2,4,Normal
13,1,0,2,3,Normal
10,1,0,2,2,Normal
10,1,0,2,1,Normal
10,1,0,2,4,Normal
6,2,0,3,5,Normal
6,2,0,3,1,Normal
6,2,0,3,5,Normal
6,2,0,3,5,Normal
8,1,0,2,7,Normal
8,1,0,2,6,Normal
10,1,0,2,1,Normal
8,1,0,2,9,Normal
8,1,0,2,5,Normal
10,1,0,2,5,Normal
8,1,0,2,9,Normal
10,1,0,2,5,Normal
